商家名称,商家地址,纬度,经度,营业时间,评价,评价数
一阁香驴肉火烧（保利店）,天津市武清区泉达路与雍阳西道交口保利上河雅颂22-107,39.3793,117.033395,['09:00/21:30'],4.8,93
一麻一辣麻辣香锅（鼓楼商圈店）,天津市南开区东马路137、139号地下餐饮区B1-3号店铺,39.137551,117.191279,['10:00/21:05'],4.8,233
丁氏正宗牛肉板面(天南大店),天津市津南区辛庄镇白塘口村南百万路63号（百利恒快捷宾馆南侧）,38.99803,117.31575,['09:30/21:00'],3.4,29
丁记牛肉板面牛杂面(天大店),天津市四季村蔬菜市场东7-8号,39.110134,117.164181,['09:00/22:35'],0,0
七哥蛋挞,河西区汉江里-8号底商,39.059073,117.260786,['00:00/24:00'],4.8,129
七哥铁板烤鸭肠,天津市河北区王串场街五号路与增产道交口乐迪蔬浆市场21号增1号组形式个人经营,39.15839,117.227972,['10:30/24:00'],4.9,858
七哥铁板鸭肠紫菜包饭(宜白路店),天津市河北区铁东路街宜白路宜白楼1-4-104增2号,39.188729,117.203257,['11:00/22:20'],4.8,90
七哥铁板鸭肠紫菜包饭(爱贤道店),天津市北辰区宜兴埠镇翠萍园底商2-8,39.187946,117.221551,['11:00/21:30'],4.9,62
七天寿司,天津市南开区南开大学西南村7号楼1门102室,39.1012288677412,117.164691504229,"['10:30/14:00', '15:30/22:00']",4.9,61
七天寿司（河东店）,天津市河东区大王庄街道新义信里8-6底商,39.129158,117.223113,"['10:30/14:00', '15:30/22:00']",4.9,66
七天鸡排面,天津市武清区徐官屯工贸大街北A39号,39.388974,117.064915,['08:00/23:50'],4.5,30
七宝搭配厨房,天津市红桥区宁成楼4号楼底商,39.182528,117.143688,['00:00/24:00'],4.8,44
七宝西式厨房,天津市河东区八纬路15号,39.154202,117.198249,['09:00/23:50'],4.8,266
七宝轻食餐厅,天津市红桥区咸阳北路街丁字沽宁城楼4门104,39.182814,117.144514,['08:00/24:00'],4.9,47
七彩鲜花(河东店),天津市东丽区华明街昆俞欣园3号楼1门201,39.166223,117.286724,['00:00/24:00'],4.6,3
七星椒川菜馆（保利店）,武清区振华西道南侧盛世家园429号,39.382154,117.029458,"['10:50/13:50', '17:20/20:50']",4.4,48
七爷清汤腩(天津店),天津市南开区南门外大街2号天津大悦城购物中心4F-36a号,39.133286,117.179819,['11:00/21:30'],4.8,287
七里香小笼包,天津市四季村蔬菜市场内西房13号,39.110294,117.163973,['06:30/22:40'],4.3,18
七里香饺子,天津市武清区杨村街广厦东里13-1-101,39.371172,117.057228,['10:00/22:00'],4.8,27
万宝川菜馆(嘉华店),天津市河东区唐家口街嘉华里18号楼西侧底商,39.1288,117.24225,['09:40/23:05'],4.7,458
万店通百货便利店,西青区中北镇侯台花园小区底商6#、7#,39.10057,117.115995,['07:20/23:00'],4.7,67
万新水煮鱼,天津市河东区东新街道盘山道与恒山路交口23区平房,39.142894,117.279926,['10:00/21:30'],4.7,30
万新煎饼,天津市河东区东新街道万新村凤岐里十区4号楼2门112,39.137974,117.27195,['07:00/03:00'],4.9,35
万福乐超市(南街店),天津市南开区鼓楼南街5-41号,39.139805,117.181017,['08:05/02:20'],4.8,135
万而豪便利超市,天津市河西区小海地东江南里44号底商,39.065941,117.27048,['07:30/23:00'],4.9,37
三个先森的韩国炸鸡（南开店）,天津市南开区三纬路怀庆里9号楼11-13,39.127274,117.17904,['10:00/02:00'],4.8,247
三个先森的韩国炸鸡(河东区店),天津市河东区大王庄街道十经路与七纬路交口卓越大厦七纬路71号-120-121,39.124226,117.223675,['10:00/24:00'],4.8,299
三个先森的韩国炸鸡（河北店）,天津市河北区江都路街道增产道8号乐活坊3号楼27号,39.159265,117.242669,['10:00/24:00'],4.8,539
三六九家常菜,天津市北辰区国宜北里6-2-109-112,39.192301,117.200745,"['10:20/14:20', '16:20/21:20']",4.7,88
三十五块半便当,天津市西青区工农联盟农场华庄村华兴东里14号楼1门103号,39.079653,117.096921,['09:30/21:00'],4.8,363
三十八度韩式快餐,天津市南开区南开大学新安村诚泰消费品综合市场A40,39.10144,117.163283,['10:00/22:00'],5,1
三只叶创意烘培工坊(洪湖里店),天津市红桥区西于庄洪湖东路与光荣道交口（津门美食小吃广场）J05,39.17133,117.16312,['09:55/23:30'],4.8,58
三只猴快餐店,天津市武清区杨村街栖仙公寓东区北院8号公建底商,39.385379,117.049716,['10:00/22:00'],4.7,19
三可手工虾仁水饺(和平区店),天津市和平区劝业场街万全道香园里4门101,39.122467,117.186463,['10:00/21:00'],4.7,103
三叶烘焙坊,天津市南开区古文化街海河楼商贸区古文化街93号,39.142638,117.192998,['09:55/23:30'],4.8,73
三合益凉皮凉面,天津市和平区辽宁路138号140号,39.126592,117.198983,['10:05/18:10'],4.8,153
三国水煮,天津市北辰区青光镇杨嘴社区底商2号,39.1849,117.109322,['09:00/21:30'],4.7,324
三头破店,天津市南开区黄河道94号（第一层内A-B区域）,39.137657,117.163531,"['10:25/14:30', '17:00/22:35']",4.6,102
三晋农家面馆,天津市西青区中北镇万源路菜市场南街22-23号,39.116615,117.085372,['08:25/23:55'],4.5,701
三晋福源刀削面专营(四信里店),天津市河西区黑牛城道南侧四信公寓7号楼-四信公寓88号底商,39.078683,117.251443,['09:30/22:35'],5,6
三晋老冯家刀削面家常菜馆(万源路店),**,39.1170740809593,117.085268663377,['09:00/22:55'],4.9,19
三毛烤肉饭,天津市西青区张家窝镇玉锦路11-101号,39.062548,117.0414,['09:20/21:20'],4.8,35
三毛餐厅,南开区沁水道68号,39.143445,117.128089,"['10:30/14:00', '16:30/21:00']",4.8,151
三狼龙虾烧烤海鲜大排档,天津市河北区光复道街狮子林大街119-B5、6、7号,39.147224,117.199339,"['00:00/03:30', '11:00/14:00', '16:00/23:55']",0,0
三皮两馅牛肉馅饼,天津市河北区望海楼街金钟路67号,39.155127,117.204527,['11:00/20:00'],4.9,31
三秦一大碗(十一经路店),天津市河东区大王庄街道十一经路71号华润万家1楼B区106,39.120359,117.223717,['10:30/21:00'],4.9,22
三秦一大碗（天邦店）,天津市河西区大沽南路与珠江道交汇处（大沽南路1118号）泉汇购物广场二楼右侧,39.068428,117.281214,['10:00/20:00'],4.5,24
三米粥铺(大学城店),天津市西青区精武镇学畔馨园底商3C-113号一楼2号,39.048402,117.121685,['07:00/20:30'],4.7,566
三米粥铺(鞍山道店),天津市和平区鞍山道文化村津医楼3门103室,39.115182,117.181241,['09:30/21:00'],4.6,440
三胖卤味,天津市西青区精武镇付村商业街A座101-11,39.053673,117.121621,"['11:00/13:30', '17:00/20:00']",4.6,16
三色堇烘焙店,天津市南开区二纬路聚英里2号楼1门101,39.13034,117.175906,['09:45/21:30'],4.8,27
三顾冒菜,天津市河西区大沽南路1118号（天津天邦购物乐园W2003号）,39.061252,117.284629,['09:30/20:30'],4.3,36
三顾冒菜（保利店）,天津市武清区东蒲洼街振华西道盛世郦园底商1-10,39.382547,117.03016,['09:40/21:00'],4.8,4849
三顾冒菜（大光明店）,天津市武清区杨村街泉州路西侧新光广场409室,39.386745,117.058733,"['10:00/14:30', '16:00/20:30']",4.8,8067
三顾冒菜（河东万达店）,天津市津经济技术开发区（西区）香港街3号2号楼308-013,39.12461,117.25518,['09:15/22:00'],4.8,2535
上上签麻辣烫麻辣拌,天津市河西区琼州道99号D2区,39.104057,117.221386,"['00:05/01:00', '10:00/23:55']",4.5,1461
上吉埔黄焖鸡米饭(河东旗舰店),天津市河东区华捷道美福园11号楼4门底商,39.137571,117.21671,['09:30/21:00'],4.7,287
上吉铺黄焖鸡,天津市东丽区张贵庄街先锋路47号詹滨里22号楼底商,39.084863,117.309095,"['10:00/15:00', '17:00/21:00']",4.7,176
上吉铺黄焖鸡米饭,天津市西青区张家窝镇人祥北里27号楼底商13号,39.061588,117.03733,['09:00/23:00'],4.6,95
上吉铺黄焖鸡米饭（佳园里店）,天津市北辰区辰昌路佳荣里11号楼4门底商,39.193965,117.126414,['09:00/20:15'],4.6,627
上品牛肉饼,天津市红桥区北马路36号101,39.146359,117.188928,['08:00/18:05'],4.9,26
上海小南国（银河店）,天津市河西区乐园道9号银河购物中心第L4层045号,39.09079,117.21342,['10:00/21:00'],4.8,490
上海小南国（霞光道1号店）,南开区卫津南路与亮丽道交口西北侧花园别墅31号楼,39.0819,117.18047,['10:00/21:00'],4.7,529
上海小吃,天津市南开区南开大学西门学者公寓底商7号,39.105677,117.157042,['08:00/21:30'],4.4,16
上海米线(利津路店),天津市东丽区张贵庄街道金华道24号,39.086559,117.309526,['10:00/21:00'],4.8,463
上海米线（河北路滨江道店,天津市和平区河北路128号,39.124033,117.19809,['10:40/20:30'],4.8,309
上海米线（辽宁路店）,天津市和平区辽宁路162号,39.125844,117.201169,['09:30/21:00'],4.6,74
上海米线缘味先石锅饭,天津市河西区福建路-86号底商,39.102107,117.228127,['08:00/20:00'],4.9,14
上海米线黄焖鸡,南开区湖镜道16号,39.058183,117.296721,['09:00/21:00'],5,3
上辛源烤鸭店（张家窝店）,天津市西青区辛口镇青沙路1号商铺,39.067237,117.033813,['11:30/21:30'],4.8,10
不一样的麻辣香锅,天津市西青区外环线高速公路9号桥西红旗农贸综合批发市场院内3厅303号,39.061524,117.119465,"['09:00/14:00', '15:40/21:00']",4.2,1679
不一样的黄焖鸡米饭,天津市西青区精武镇姚村文博园底商67号,39.057755,117.113562,['09:30/21:00'],4,8
不停便当,天津市滨海新区大港街育梁街268号,38.998005,117.31443,['10:00/19:30'],4.3,103
不是麻辣烫香辣拌(河东店),天津市河东区大桥道和进里23号楼2门101-102,39.111008,117.251648,['09:30/21:55'],4.7,1079
丑先生酸菜鱼水煮鱼米饭(河西店),天津市河西区大沽南路爱国道恩兴后街11号德勤菜市场5号,39.09724,117.226007,['09:30/20:00'],4.7,490
丑先生酸菜鱼米饭(丁字沽店),天津市红桥区丁字沽街东大楼61号南4号,39.1824,117.160339,['09:30/22:00'],4.9,802
丑先生酸菜鱼米饭(光荣道店),天津市北辰区果园新村街道东升里底商27号楼29门,39.178044,117.149582,['10:00/20:00'],4.6,380
丑先生酸菜鱼米饭（城建学院店）,天津市西青区西营门街津静路6号王顶堤商贸城E区小吃街C座二层71号,39.097097,117.10121,['10:00/20:00'],4.7,254
丑先生酸菜鱼米饭（太阳城店）,天津市河东区鲁山道街太阳城彩丽园22-23号楼之间平房彩丽市场内门面17号,39.152732,117.289767,['09:30/21:00'],4.7,187
世纪华联生活超市(蛇口道店),天津市和平区蛇口道14号,39.106232,117.187696,['06:50/23:55'],4.9,682
世纪华联超市(烟台道店),天津市和平区烟台道62号106室,39.119604,117.209244,['00:00/24:00'],4.9,795
世纪华联超市(电台道店),天津市和平区卫津路佳怡公寓（电台道40号）增1,39.109723,117.18135,['00:00/24:00'],4.9,1315
世纪华联连锁超市,天津市河北区王串场街增产道屏花里2号楼13门,39.159051,117.227721,['08:00/23:00'],4.7,5
世纪好又多超市（玉泉路店）,天津市南开区玉泉路五云里1号楼底商,39.119957,117.168721,['07:00/23:55'],4.9,79
世纪福超市(后台店),河东区津塘公寓9号楼底商,39.114181,117.244414,['08:00/23:00'],4.8,89
世纪联华（二号桥店）,天津市河东区龙峰路408号-1,39.097023,117.294527,['07:00/23:55'],4.9,733
东东记台湾卤肉饭(张家窝店),天津市西青区张家窝镇灵泉南里10号楼底商,39.061468,117.038651,['10:15/22:00'],4.7,216
东仔过桥米线,天津市红桥区幸福里2号楼底商,39.153728,117.141532,['10:10/01:00'],4.6,108
东仔过桥米线（榆关道店）,天津市河北区榆关道291号,39.180509,117.190739,['09:00/23:55'],4.9,391
东北农家菜,天津市河北区中山北路赛园里底商35号,39.166236,117.217933,['09:30/24:00'],4.6,67
东北咱家菜,天津市西青区李七庄街高雅公寓7-2-102,39.046064,117.19352,"['09:30/15:00', '16:00/22:00']",4.7,377
东北大冷面,天津市河西区宾馆南道宾西楼28门105,39.082643,117.205168,['10:00/23:55'],4.8,70
东北大盘菜(富有道店),河西区富有道106号,39.069457,117.190923,['10:00/22:00'],4.6,216
东北大饭包,南开大学西南村市场,39.101646,117.163261,['07:00/21:55'],4.8,13
东北大馅水饺,天津市四季村蔬菜市场外6号房屋,39.099345,117.166815,['07:00/22:30'],4.6,197
东北大骨棒,天津市红桥区新红路175号,39.171282,117.16582,"['00:00/04:30', '08:30/23:55']",4.8,11
东北家常菜,天津市红桥区大胡同新开大街2号天一坊餐饮有限公司A3,39.148117,117.188583,['09:30/21:00'],4.5,25
东北小厨(富有道店),河西区富锦里商业网点,39.07079,117.19337,['09:00/22:00'],4.7,614
东北小盘菜,天津市西青区精武镇付村路星期八小镇商业街2-1-AB13号,39.053665,117.12133,['08:30/22:30'],4.3,55
东北小碗菜(旗舰店),天津市西青区中北镇侯台花园底商27-1,39.10174,117.116351,['09:50/23:55'],4.5,659
东北小肥羊烧烤海鲜,天津市河东区中山门团结东里3号楼底商8门,39.10547,117.269552,['14:15/01:30'],4.9,411
东北往事龙虾烧烤东北菜(河东店),天津市河东区大王庄街道津塘路17号天利大楼底商-2号,39.117238,117.238946,"['10:20/14:30', '16:20/22:30']",4.5,129
东北忆香缘麻辣烫,天津市南开区长虹街长虹公园风情街10号店铺,39.133659,117.156554,['00:00/24:00'],4.8,0
东北棒骨王,天津市红桥区西于庄五峰里6门4号,39.170932,117.165423,['09:30/22:00'],0,0
东北烤冷面(南开店),河西区教师村57号一楼,39.092222,117.15117,['09:30/24:00'],4.8,526
东北烤冷面狼牙土豆,天津市西青区外环线高速公路9号桥西红旗农贸综合批发市场院内3厅313号,39.061951,117.140051,['08:35/23:00'],4.6,122
东北烤冷面紫菜包饭,天津市河北区鸿顺里街军民里17-109-112,39.157263,117.191306,['10:00/01:30'],4.8,199
东北烧烤,天津市红桥区丁字沽街道红桥北大街西沽文苑28-13号,39.174142,117.17117,['17:00/02:00'],4.7,433
东北特色烤冷面(南开店）,天津市南开区南开五马路22号底商,39.135936,117.171387,['09:40/24:00'],4.8,1204
东北特色烧烤（夜宵店）,天津市河西区湘南里39门,39.090255,117.21321,['17:00/04:55'],4.3,33
"东北特色麻辣拌 ",天津市城泰消费品综合市场内T区20号,39.101623,117.163349,['09:00/20:00'],5,110
东北美食,天津市西青区张家窝玉台路23号底商,39.068157,117.03698,['09:30/22:00'],4.8,87
东北老菜,天津市红桥区龙悦路89号,39.149384,117.141659,['10:00/22:00'],4.7,14
东北肥羊烧烤(金霞路店),天津市河北区金霞路振德里3号,39.152336,117.203187,['11:30/01:40'],4.8,823
东北菜馆(河东店),天津市河东区唐家口街嘉华里20号楼1号底商,39.128253,117.242186,['11:00/22:00'],4.7,193
东北风味小吃(张家窝店),天津市西青区张家窝镇地丰里广场6号小木屋,39.067179,117.035664,['09:00/01:00'],3.8,16
东北饭包,天津市南开区天津大学四季村蔬菜市场西房4号房,39.108958,117.164669,['07:45/01:00'],4.7,372
东北饭店,河西区紫金山路寿园里5门105,39.077012,117.20035,['09:00/21:30'],4.5,188
东北骨头汇,天津市红桥区西于庄五峰里6门6号,39.171255,117.165467,"['00:00/04:30', '10:00/23:55']",0,0
东北麻辣烧烤,天津市河西区长湖路东侧雅致里北侧博疆菜市场美食街6号,39.067221,117.27995,['17:00/22:30'],5,99
东北麻辣烫(井田公寓店),天津市北辰区佳荣里街井田公寓8-5-102,39.190773,117.124083,['09:00/23:00'],4.6,209
东北麻辣烫米线冷面(玉台路店),张家窝镇玉台路20号,39.068572,117.037124,['08:15/02:00'],4.6,1106
东北麻辣烫麻辣面,天津市北辰区宜兴埠镇华盛道与高新大道交口,39.22708,117.23116,['09:00/23:05'],3.8,0
东北麻辣盆,天津市西青区精武镇迎水道2号汇成市场管理有限公司院内小吃街29号,39.05747,117.109755,"['09:00/14:00', '16:00/20:30']",4.7,195
东发顺饭庄,红桥区龙禧园底商10-106,39.161487,117.143609,"['10:00/14:20', '16:30/21:10']",4.8,695
东时馨家便当店,天津市西青区精武镇付村华木里商业街A112号-1,39.053447,117.124318,['11:00/21:00'],4.6,68
东晟便利店,天津市东丽区新立街道嘉悦园11-2-101,39.111784,117.320151,['10:00/22:00'],0,0
东游记过桥米线,天津市红桥区咸阳北路街四新道1-34号1门,39.178446,117.157159,['10:00/21:00'],5,0
东花韩国料理,天津市南开区长虹街道汶水路宜川北里1号楼4门103,39.139975,117.152445,['10:00/22:00'],4.8,139
东芳烧烤,天津市西青区张家窝镇杨武庄盈水园25号底商,39.070382,117.066849,['17:00/23:30'],4.6,43
东起顺清真(蝶桥店),天津市河东区蝶桥公寓13号楼25-30号,39.103947,117.247156,['09:55/21:35'],4.8,1970
中北兄弟烧烤,西青区中北镇东兴里商业街A区9号,39.1277,117.089019,['17:30/24:00'],4.5,115
中华美食烤冷面,天津市西青区中北镇东姜井村南临时建筑21号,39.125898,117.112126,['16:00/23:00'],5,0
"中国兰州 西北郎拉面",天津市红桥区光荣道37号,39.173249,117.167505,['08:00/22:00'],5,12
中国兰州拉面,南开区天塔道南侧上谷商业中心1-27,39.091835,117.175756,['10:00/22:00'],5,0
中国兰州拉面(河工大东院店),天津市北辰区青光镇红光农场福康里1排5号,39.179749,117.1656,['09:30/20:20'],4.2,143
中国兰州拉面(碧水家园),天津市西青区中北镇侯台村新科路碧水家园2门101号,39.10562,117.097939,['10:00/23:00'],4.8,8
中国兰州拉面（金地店）,天津市河东区二号桥津塘路156号紫乐广场2号楼-1、2、3门109,39.09518,117.283272,['09:00/21:30'],5,5
中国兰州拉面馆,河西区宾西可园东里11号底商,39.07777,117.205368,['09:00/22:00'],0,0
中国兰州牛肉拉面,天津市西青区张家窝镇瑞欣家园18-1-102门脸房,39.05343,117.049262,['10:00/22:00'],3.8,9
中国兰州牛肉拉面(喜年广场店),天津市河西区解放南路喜年广场2、3-106,39.043582,117.232546,['10:00/22:00'],4.8,41
中国兰州牛肉拉面（张家窝店）,天津市西青区张家窝镇灵泉南里第四组13号门脸,39.060187,117.039144,['08:00/22:00'],4.6,68
中国兰州牛肉拉面(枫桥园店),天津市西青区中北镇枫桥园底商7号,39.1280171889125,117.0837034834,['09:00/22:00'],4.6,95
中国兰州牛肉拉面(玉台路店),天津市西青区张家窝镇玉台路35号商铺,39.068028,117.036881,['09:30/22:10'],5,0
中国兰州牛肉面,天津市北辰区普东街安悦园2-3-101,39.202436,117.199478,['09:30/22:00'],0,0
中国兰州牛肉面(武清店),**,39.3840485685049,117.017252715575,['10:00/21:20'],5,12
中寶餐厅,天津市红桥区丁字沽街道丁字沽十三段北镇道1号（丁字沽十三段117门底商）,39.186123,117.152031,"['10:00/13:50', '16:50/20:30']",4.8,188
中惠捞饭&干锅煎肉饭,天津市西青区张家窝镇玉锦路10-204号,39.063218,117.042173,['10:00/24:00'],4.8,112
中礼（甜甜鲜花店）,河西区小海地九江里45门105,39.0653272403235,117.265393849222,['00:00/23:55'],0,0
中礼(馨爱鲜花店),深圳市南山区粤海街道科苑大道8号讯美科技广场2栋12层A,39.1769124901265,117.17504440876,['00:00/23:55'],5,0
中进联合美酒加咖啡,天津市西青区张家窝镇社会山广场负一层115号,39.050248,117.050782,['10:00/21:30'],5,0
丰泽园(双港店),天津市津南区双港镇五大街一号津鑫永利交易大厅231号,39.043865,117.307492,['09:00/23:00'],4.4,30
串串香火锅涮羊肉,天津市红桥区西于庄街道洪湖南路38号（左4）,39.168001,117.158701,['10:00/22:00'],3.3,33
串多多麻辣炸串,津南区咸水沽镇紫江路市场A厅66号,39.000409,117.32244,"['10:00/14:00', '16:00/21:00']",4.8,85
丸龟制面(伊势丹店),天津市和平区劝业商接南京路108号现代城C区地下二层M-10号商铺,39.1188,117.19748,['10:30/20:30'],4.8,1370
丸龟制面（天津乐天百货店）,天津市南开区东马路137号B2层第B2-9-05号商铺,39.13757,117.19127,['10:30/20:00'],4.8,1248
丸龟制面(鲁能城店),天津市南开区水上公园东路绿荫广场1和2号鲁能城购物中心B1F-B45,39.09496,117.17537,['10:00/20:30'],4.8,1678
丹丹活海鲜烧烤小龙虾(原日馋店),天津市南开区紫来花园3-1-商3增1,39.118423,117.171977,['16:00/03:00'],4.9,287
丽丽鲜果,河西区友谊紫金菜市场40,39.076,117.20098,['05:50/20:25'],4.7,246
丽姐驴肉火烧(梅江康城店),天津市西青区大寺镇倪黄庄村梨双路北西起7号门脸房,39.028731,117.223416,['09:30/21:00'],4.9,13
丽威精酿原浆鲜啤双水道店(丽威精酿原浆鲜啤酒河西店),天津市河西区珠江道九江里58-109,39.058795,117.258613,['09:00/21:10'],5,5
丽晶名酒销售中心(自由道店),天津市河北区自由道7号-101,39.133778,117.20229,['08:30/22:00'],5,0
丽飨餐厅,天津市西青区精武镇付村商业街B区303,39.054066,117.122178,['12:00/21:00'],5,1
久合聚麻辣香锅,天津市西青区西营门街津静路6号王顶堤商贸城E区小吃街A座二层29、30号,39.09491,117.100458,['09:30/21:00'],4.3,507
久龙过桥米线,天津市西青区辅武镇付村星期八商业街A区23-2号,39.053971,117.120376,"['10:00/14:30', '16:00/21:30']",5,0
义丹鹏食品超市(华苑雅士道店),天津市南开区雅士道16号,39.08371,117.139901,['07:00/23:20'],4.8,52
乌所味,天津市河西区小海地长湖路底商景致里99-6,39.066081,117.27973,['09:00/21:30'],4.9,201
乌所味(东丽店),天津市东丽区张贵庄街道利津路18号,39.090685,117.308663,['10:30/22:00'],4.9,152
乌所味(土城店),天津市河西区解放南路416号A区,39.088485,117.232025,['10:00/22:00'],0,0
乌煎道黑龙茶(师大南门店),天津市西青区精武镇付村商业街C区105-1号,39.053573,117.123602,['09:30/21:35'],4.5,71
乌煎道黑龙茶(社会山店),天津市西青区张家窝镇知景道社会山广场三层305号,39.056099,117.050749,['10:00/20:30'],4.7,12
乌豆炸货铺(学府店),天津市南开区学府农贸市场增8号,39.111042,117.156253,['10:00/20:00'],4.9,3
乐之家蛋糕坊,天津市西青区张家窝镇玉锦路5号门脸,39.062234,117.040123,['08:00/21:00'],5,1
乐乐基汉堡炸鸡店(大学城店),天津市西青区姚村智达里底商1号,39.05363,117.122081,['09:00/22:30'],4.7,577
乐乐海鲜大排档,天津市红桥区西马路西关大街4号,39.141857,117.17086,['17:00/02:00'],4.8,190
乐乐鲜果(晨阳道店),天津市河东区晨阳道晨阳里9号楼2间号底商网点,39.1394486843355,117.249096744801,['09:00/21:30'],4.8,1262
乐乐鲜果(武清店),天津市武清区杨村街泉洲东路21号商店,39.3726637508718,117.052261061634,['09:00/21:30'],4.7,850
乐乐鲜果(永安道店),天津市河西区永安道庆荣里6-9门底商13号,39.1045238486253,117.21037658259,['09:00/21:30'],4.8,942
乐乐鲜果(白堤路店),天津市南开区白堤路243号,39.1088610232782,117.155878186538,['09:00/21:30'],4.8,2219
乐乐鲜果(米兰店),天津市河北区望海楼街狮子林大街82号,39.1492342341502,117.205242345949,['09:00/21:30'],4.8,659
乐乐鲜果(金纬路店),天津市河北区望海楼街金纬路321号,39.1501431109171,117.202451190406,['09:00/21:30'],4.8,912
乐享汉堡,天津市津南区双桥河镇祥水馨苑商业街福和园21号楼8号店铺,38.998337,117.3166,['09:50/22:00'],4.6,39
乐健时代健身餐,天津市南开区林苑道36号增4号,39.058229,117.115249,"['10:00/13:50', '16:00/20:00']",4.5,422
乐博水站,天津市津南区咸水沽镇景明花园19-2-102,38.99792,117.386024,['00:00/24:00'],4.8,8
乐品客汉堡,天津市津南区辛庄镇白塘口村西,38.997974,117.313084,['09:30/21:00'],4.4,144
乐天派超市,北辰区天穆镇刘房子荣国路21号,39.188385,117.122444,['07:00/20:40'],4.8,1634
乐奇士炸鸡汉堡,天津市北辰区天穆镇刘房子沁芳里增3号-1,39.183922,117.125237,['09:00/22:15'],4.8,406
乐家悦超市,天津市河西区黑牛城道纪发大厦21号车库,39.073343,117.199831,['00:00/24:00'],4.8,526
乐尚客披萨,"天津市西青区精武镇付村路星期八小镇商业街3-1-A,B43号",39.053801,117.121895,['09:10/21:30'],4.9,45
乐尚客披萨意面(河东万达店),天津市河东区津滨大道53号101（万达室内步行街三层368、369号）,39.124283,117.254386,['10:00/21:30'],4.7,97
乐巢网咖,天津市津南区咸水沽镇南洋静怡里18号楼职工文化中心,39.016581,117.367449,['00:00/24:00'],0,0
乐桥居酒屋,天津市和平区劝业场街如意里6号101、201、202,39.124699,117.196408,['11:00/23:00'],0,0
乐森汉堡(商贸城店),天津市西青区西营门街津静路6号王顶堤商贸城E区小吃街D座1层45号,39.09747,117.100493,['09:10/22:00'],4.6,77
乐森汉堡(迎水道店),天津市南开区王顶堤迎水道明园里2号楼4门105,39.091257,117.138056,['10:45/02:30'],4.8,229
乐滋西餐厅,天津市西青区张家窝镇杰盛里53-4-102室,39.076452,117.023474,['10:00/23:10'],5,4
乐生活炸鸡汉堡简餐(万博广场店),天津市武清区杨村街建设路东侧万博广场4-20,39.369188,117.059796,['00:00/24:00'],4.7,478
"乐番煲仔饭 砂锅粥",天津市河西区大沽南路882号门脸房（东侧第三间）,39.086092,117.239519,['09:00/04:00'],4.8,94
乐盈家常菜,天津市南开区万德庄大街129号,39.120758,117.173968,"['09:50/14:15', '16:35/21:00']",4.7,3298
乐祥饭店,天津市西青区外环线高速公路9号桥西王顶堤商贸管理有限公司商贸街100号,39.082906,117.110037,['10:30/19:30'],4.7,0
乐而美（万源路店）,天津市西青区中北镇万源路菜市场北街2号,39.117111,117.085037,['07:00/24:00'],4.8,844
乐而美汉堡,天津市津南区咸水沽镇紫江路市场A区楼梯间,38.999634,117.327225,['09:00/22:20'],4.7,109
乐蜀汉堡店,天津市西青区精武镇付村商业街C区337-3,39.053532,117.123253,['10:30/22:00'],5,2
乔壹蛋糕?,天津市河东区津塘路156号紫乐广场紫乐明轩地下-178,39.115389,117.277383,['09:00/09:05'],0,0
九五饺子坊(碧水家园店),天津市西青区中北镇新科道碧水家园甜水街一层05号,39.105682,117.100897,['10:30/21:30'],5,2
九号料理,天津市西青区复康路196号王顶堤旧机动车交易市场商业街72号,39.099827,117.128554,['09:50/21:00'],4.8,607
九品太煲家常菜馆,天津市河西区绥江道81号3-38,39.056507,117.213668,['09:55/22:50'],4.9,38
九品火锅鸡·部队火锅,天津市河东区大王庄街道八纬路98号一层114号,39.121445,117.227763,['11:00/21:30'],0,0
九品焖锅世家（社会山店）,天津市西青区张家窝镇社会山广场2号楼二层215号商铺,39.052627,117.050085,['10:00/22:00'],0,0
九块九家常菜,天津市河北区华泰道295号,39.167778,117.189251,"['10:10/14:00', '16:15/21:30']",5,9
九块九脆皮鸡烤肉拌饭,天津市西青区中北镇侯台农贸市场A2排-13号,39.103111,117.100896,['09:00/21:30'],4.3,140
九如津典烤鸭坊,天津市南开区黄河道20-58双号房屋,39.138723,117.167187,"['10:00/14:00', '16:30/21:00']",4.8,4
九姑包子(杰盛里店),天津市西青区张家窝镇杰盛里46号楼1门102号底商,39.066836,117.032735,['06:30/14:00'],4.7,33
九宫煮（华庄店）,天津市津南区长青科工贸园区上海街18号B区3127,39.078147819775,117.089419960337,['09:00/21:00'],4.7,39
九怡岛骨头馆,天津市西青区张家窝玉锦路15-6号门脸,39.061576,117.040605,['10:00/22:00'],3,0
九星椒麻辣烫,天津市津南区咸水沽镇金旭里小区54号,39.015009,117.369359,['09:00/22:00'],4.4,256
九毛九（天津新业广场店）,天津市河西区黑牛城道125号二层A222号,39.07783,117.21365,"['11:00/14:00', '17:00/21:00']",4.8,227
九毛九(天津水游城店),天津市红桥区大丰路18号F3AS06-2,39.147558,117.169784,"['11:00/14:30', '17:00/21:00']",4.9,167
九瀛饭店,1,39.01501,117.36936,['09:00/21:30'],4.4,41
九禾寿司,天津市红桥区咸阳路10号,39.148596,117.138429,['10:00/21:00'],4.8,22
九禾寿司(奥城店),奥城商业广场18-1-309,39.078014,117.168296,['10:00/21:00'],4.7,174
